pesticide_id,district_id,COMPOUND,STATE_CODE,COUNTY_CODE,LOW_ESTIMATE,HIGH_ESTIMATE
573,573,"2,4-D",17,49,7682.2,8104.8
574,574,"2,4-D",17,51,10556.7,10958.9
575,575,"2,4-D",17,53,11980.3,12138.5
576,576,"2,4-D",17,55,5933.8,5944.7
577,577,"2,4-D",17,57,9950.8,10366.9
578,578,"2,4-D",17,59,6321.8,6408.9
579,579,"2,4-D",17,61,4246.7,4469.3
580,580,"2,4-D",17,63,3588.1,3711
581,581,"2,4-D",17,65,7417.3,7457.8
582,582,"2,4-D",17,67,13302.7,13489
583,583,"2,4-D",17,69,484.2,487.3
584,584,"2,4-D",17,71,6111.4,6208.5
585,585,"2,4-D",17,73,9758.1,9786.3
586,586,"2,4-D",17,75,25218.9,25387.8
587,587,"2,4-D",17,77,17570.1,19107
588,588,"2,4-D",17,79,8815.7,8957.6
589,589,"2,4-D",17,81,6998.1,7061.6
590,590,"2,4-D",17,83,2374.3,2543.4
591,591,"2,4-D",17,85,4253.1,4328.4
592,592,"2,4-D",17,87,3730.6,4434.6
593,593,"2,4-D",17,89,2426,3074.3
594,594,"2,4-D",17,91,12280.9,12568
595,595,"2,4-D",17,93,2511.9,2642
596,596,"2,4-D",17,95,11750,11918.7
597,597,"2,4-D",17,97,365.8,604.1
598,598,"2,4-D",17,99,9816.7,10632.1
599,599,"2,4-D",17,101,6603.4,6659.9
600,600,"2,4-D",17,103,9246.2,9277.2
601,601,"2,4-D",17,105,24974.4,25209
602,602,"2,4-D",17,107,11860.4,12111.6
603,603,"2,4-D",17,109,10509.6,10798
604,604,"2,4-D",17,111,2963.5,3923.8
605,605,"2,4-D",17,113,21310.6,21648.7
606,606,"2,4-D",17,115,9809.9,9932.1
607,607,"2,4-D",17,117,6792.7,7112.5
608,608,"2,4-D",17,119,4741.8,5661.7
609,609,"2,4-D",17,121,6925.5,7227.2
610,610,"2,4-D",17,123,6337,6638.1
611,611,"2,4-D",17,125,7540.3,7800.9
612,612,"2,4-D",17,127,2801.5,2928.2
613,613,"2,4-D",17,129,5013.6,5161.6
614,614,"2,4-D",17,131,6030.9,6070
615,615,"2,4-D",17,133,16680.6,18283.6
616,616,"2,4-D",17,135,6131.2,6537.7
617,617,"2,4-D",17,137,4996.9,5114.5
618,618,"2,4-D",17,139,6668.4,6807.1
619,619,"2,4-D",17,141,8612.7,8684.2
620,620,"2,4-D",17,143,6895.7,7373.6
621,621,"2,4-D",17,145,17183,19021.5
622,622,"2,4-D",17,147,10845.5,10892.2
623,623,"2,4-D",17,149,5563,5775.6
624,624,"2,4-D",17,151,1087.5,1090.2
625,625,"2,4-D",17,153,7697.1,8126.9
626,626,"2,4-D",17,155,1454,1469.3
627,627,"2,4-D",17,157,22258.6,24346.8
628,628,"2,4-D",17,159,6687.2,6775.2
629,629,"2,4-D",17,161,2825,2845.2
630,630,"2,4-D",17,163,25101.2,26551.3
631,631,"2,4-D",17,165,4055.2,4088.3
632,632,"2,4-D",17,167,7169,7246.9
633,633,"2,4-D",17,169,5143,5290.6
634,634,"2,4-D",17,171,1998.6,2089.7
635,635,"2,4-D",17,173,14378.2,14734.9
636,636,"2,4-D",17,175,5648.4,5746.7
637,637,"2,4-D",17,177,6920.4,6993.9
638,638,"2,4-D",17,179,9259.2,9581
639,639,"2,4-D",17,181,5710.9,6322.7
640,640,"2,4-D",17,183,19093,19207.3
641,641,"2,4-D",17,185,3969.1,4006.4
642,642,"2,4-D",17,187,11174.9,11231
643,643,"2,4-D",17,189,31529.4,34204.3
644,644,"2,4-D",17,191,12239.9,12377.3
645,645,"2,4-D",17,193,8965,9182.3
646,646,"2,4-D",17,195,8243,8323.3
647,647,"2,4-D",17,197,3703.4,4406.5
648,648,"2,4-D",17,199,6082.1,6679.9
649,649,"2,4-D",17,201,3292.2,3333.7
650,650,"2,4-D",17,203,8577.6,8867.6
651,651,"2,4-D",18,1,6418.8,6537.8
652,652,"2,4-D",18,3,8037.6,8220.1
653,653,"2,4-D",18,5,10180.6,10671.3
654,654,"2,4-D",18,7,51016,51396.7
655,655,"2,4-D",18,9,4885,4925.7
656,656,"2,4-D",18,11,15545.5,15916
657,657,"2,4-D",18,13,109.2,213.2
658,658,"2,4-D",18,15,4857.8,4881.3
659,659,"2,4-D",18,17,5023.3,5105.9
660,660,"2,4-D",18,19,7262,7401.9
661,661,"2,4-D",18,21,7391.4,7677.8
662,662,"2,4-D",18,23,16693.2,16999.3
663,663,"2,4-D",18,25,137.5,570.3
664,664,"2,4-D",18,27,7480.8,7555.8
665,665,"2,4-D",18,29,3367.9,3376.6
666,666,"2,4-D",18,31,12149.2,12796.8
667,667,"2,4-D",18,33,6501.2,6587.9
668,668,"2,4-D",18,35,10459,10559.7
669,669,"2,4-D",18,37,5240.5,5340.8
670,670,"2,4-D",18,39,4527.4,4776.9
671,671,"2,4-D",18,41,4884.4,5009.5
672,672,"2,4-D",18,43,253.8,434.2
673,673,"2,4-D",18,45,10406.9,10871.6
674,674,"2,4-D",18,47,9756.5,9816.5
675,675,"2,4-D",18,49,4424,4505.1
676,676,"2,4-D",18,51,9381,9862.4
677,677,"2,4-D",18,53,14027.1,14274.7
678,678,"2,4-D",18,55,5008,5043.4
679,679,"2,4-D",18,57,8839.8,9157.1
680,680,"2,4-D",18,59,10885.6,11226
681,681,"2,4-D",18,61,2251.4,3172.6
682,682,"2,4-D",18,63,10682,11279.2
683,683,"2,4-D",18,65,10728.2,10896.8
684,684,"2,4-D",18,67,10356.9,10623.2
685,685,"2,4-D",18,69,7058.6,7106.3
686,686,"2,4-D",18,71,5135.8,5636.2
687,687,"2,4-D",18,73,56792.6,57372.4
688,688,"2,4-D",18,75,11958.8,12045.1
689,689,"2,4-D",18,77,9022.5,9059.1
690,690,"2,4-D",18,79,10993.2,11072.2
691,691,"2,4-D",18,81,7687.3,8268.3
692,692,"2,4-D",18,83,11225.4,11564
693,693,"2,4-D",18,85,6082.6,6246.7
694,694,"2,4-D",18,87,3868.3,4212.7
695,695,"2,4-D",18,89,22393.7,22953.9
696,696,"2,4-D",18,91,45432.4,46786.5
697,697,"2,4-D",18,93,1771.8,3177.3
698,698,"2,4-D",18,95,14192.2,14574.9
699,699,"2,4-D",18,97,1182.1,1370.5
700,700,"2,4-D",18,99,4826.8,4947.3
701,701,"2,4-D",18,101,1544.7,1572.5
702,702,"2,4-D",18,103,5152.6,5260.4
703,703,"2,4-D",18,105,566.4,1078.3
704,704,"2,4-D",18,107,13629.7,14037
705,705,"2,4-D",18,109,6575.1,7337.3
706,706,"2,4-D",18,111,41346.9,42327.5
707,707,"2,4-D",18,113,5565.6,5721
708,708,"2,4-D",18,115,1235.9,1242.9
709,709,"2,4-D",18,117,1886.5,2508.5
710,710,"2,4-D",18,119,2613.1,3081.6
711,711,"2,4-D",18,121,7199.6,7812.2
712,712,"2,4-D",18,123,1044.4,1538.8
713,713,"2,4-D",18,125,3694.5,3749.8
714,714,"2,4-D",18,127,25221.4,25785.4
715,715,"2,4-D",18,129,8043.7,8614.6
716,716,"2,4-D",18,131,38489,38943.1
717,717,"2,4-D",18,133,8253.3,8878.6
718,718,"2,4-D",18,135,13908.3,14060.2
719,719,"2,4-D",18,137,13375.5,13422.2
720,720,"2,4-D",18,139,16231.4,16791.3
721,721,"2,4-D",18,141,3267.5,3343.8
722,722,"2,4-D",18,143,4527,4543.8
723,723,"2,4-D",18,145,14736.3,15079.4
724,724,"2,4-D",18,147,6044.3,6125.3
725,725,"2,4-D",18,149,19611,20017.2
726,726,"2,4-D",18,151,3829.8,3982.3
727,727,"2,4-D",18,153,6834.5,6923.7
728,728,"2,4-D",18,155,2840.9,2849
729,729,"2,4-D",18,157,10904.5,11347.7
730,730,"2,4-D",18,159,11381.4,11496
731,731,"2,4-D",18,161,4121.4,4221.7
732,732,"2,4-D",18,163,2920.4,3165.8
733,733,"2,4-D",18,165,4379.4,4702.1
734,734,"2,4-D",18,167,5636.4,5836.1
735,735,"2,4-D",18,169,5197.3,5260.1
736,736,"2,4-D",18,171,9724,10035
737,737,"2,4-D",18,173,3877.7,3994
738,738,"2,4-D",18,175,3658,4674
739,739,"2,4-D",18,177,8989,9230.6
740,740,"2,4-D",18,179,7621,7662.6
741,741,"2,4-D",18,181,54876.2,55551.6
742,742,"2,4-D",18,183,5894.5,5982.5
743,743,"2,4-D",19,1,25737.1,25964
744,744,"2,4-D",19,3,17136.8,17263
745,745,"2,4-D",19,5,2508.2,2609.1
746,746,"2,4-D",19,7,4266.9,4329.4
747,747,"2,4-D",19,9,7735.9,8057.1
748,748,"2,4-D",19,11,12683.5,12775.2
749,749,"2,4-D",19,13,2539,2554.4
750,750,"2,4-D",19,15,8230.5,8268.7
751,751,"2,4-D",19,17,2003.9,2022.7
752,752,"2,4-D",19,19,2373.3,2397.3
753,753,"2,4-D",19,21,5914.1,6107.1
754,754,"2,4-D",19,23,1942.1,2231.6
755,755,"2,4-D",19,25,10628.8,10718.1
756,756,"2,4-D",19,27,10089.7,10426.5
757,757,"2,4-D",19,29,28928.7,29073.2
758,758,"2,4-D",19,31,9421.5,9473.1
759,759,"2,4-D",19,33,2024.4,2319.9
760,760,"2,4-D",19,35,8175.7,8402.4
761,761,"2,4-D",19,37,2462.9,2487.1
762,762,"2,4-D",19,39,4258.8,4371.8
763,763,"2,4-D",19,41,5700.8,6002
764,764,"2,4-D",19,43,2507,2610.9
765,765,"2,4-D",19,45,9935.3,10020.8
766,766,"2,4-D",19,47,13316.7,13931.4
767,767,"2,4-D",19,49,7706.6,7741.6
768,768,"2,4-D",19,51,2602.9,2719.6
769,769,"2,4-D",19,53,4532.7,4645.7
770,770,"2,4-D",19,55,2182.6,2235.4
771,771,"2,4-D",19,57,3557.6,3599.4
772,772,"2,4-D",19,59,3451.5,3808.9
773,773,"2,4-D",19,61,2061,2172.6
774,774,"2,4-D",19,63,3999.8,4145.1
775,775,"2,4-D",19,65,3503.9,3561.7
776,776,"2,4-D",19,67,1910.9,2175.7
777,777,"2,4-D",19,69,2060.4,2415.1
778,778,"2,4-D",19,71,24736.2,24759.8
779,779,"2,4-D",19,73,10272.1,10534.2
780,780,"2,4-D",19,75,8937.4,8955.2
781,781,"2,4-D",19,77,8931.1,9614.3
782,782,"2,4-D",19,79,9402.7,9421.6
783,783,"2,4-D",19,81,1975.9,2321.5
784,784,"2,4-D",19,83,8682.3,8720
785,785,"2,4-D",19,85,11626.9,11897.7
786,786,"2,4-D",19,87,3927.4,3983.2
787,787,"2,4-D",19,89,2445.8,2471.2
788,788,"2,4-D",19,91,1790.3,2036.3
789,789,"2,4-D",19,93,8177.5,8535.3
790,790,"2,4-D",19,95,8552.4,8661
791,791,"2,4-D",19,97,6139.3,6391
792,792,"2,4-D",19,99,10189.8,10291.4
793,793,"2,4-D",19,101,3538.4,3581.7
794,794,"2,4-D",19,103,7402.2,7513.9
795,795,"2,4-D",19,105,7104.5,7197.3
796,796,"2,4-D",19,107,5887,5958.1
797,797,"2,4-D",19,109,3896.8,4468.7
798,798,"2,4-D",19,111,3657.7,3704.2
799,799,"2,4-D",19,113,8830,8933.7
800,800,"2,4-D",19,115,4062.9,4092.1
801,801,"2,4-D",19,117,3844.9,3957
802,802,"2,4-D",19,119,6769.1,7138.4
803,803,"2,4-D",19,121,7953.2,8078.6
804,804,"2,4-D",19,123,6219.5,6268.2
805,805,"2,4-D",19,125,8334.8,8449.6
806,806,"2,4-D",19,127,9038.7,9093.1
807,807,"2,4-D",19,129,21658.9,21697.7
808,808,"2,4-D",19,131,1670.5,1962.6
809,809,"2,4-D",19,133,11628.6,11907.8
810,810,"2,4-D",19,135,3777.4,3903.7
811,811,"2,4-D",19,137,21073.9,21160.3
812,812,"2,4-D",19,139,5813.1,5857.4
813,813,"2,4-D",19,141,5909.1,6123.8
814,814,"2,4-D",19,143,3840.3,3923.3
815,815,"2,4-D",19,145,25221,25320.1
816,816,"2,4-D",19,147,4877.4,5091.8
817,817,"2,4-D",19,149,10857,11581.7
818,818,"2,4-D",19,151,4854.4,4972
819,819,"2,4-D",19,153,4882.9,4921.2
820,820,"2,4-D",19,155,48599.4,48664.3
821,821,"2,4-D",19,157,8568.5,8651.6
822,822,"2,4-D",19,159,6075.4,6274.1
823,823,"2,4-D",19,161,10181.8,10451.3
824,824,"2,4-D",19,163,5934.5,5965.4
825,825,"2,4-D",19,165,11061.9,11407.9
826,826,"2,4-D",19,167,7564.3,7866.7
827,827,"2,4-D",19,169,8791.8,8832.4
828,828,"2,4-D",19,171,10057.1,10161.3
829,829,"2,4-D",19,173,21349.9,21534.9
830,830,"2,4-D",19,175,5765.2,5940.1
831,831,"2,4-D",19,177,2569,2688.2
832,832,"2,4-D",19,179,2876.9,2985.2
833,833,"2,4-D",19,181,7363.1,7489.3
834,834,"2,4-D",19,183,5604.7,5680.4
835,835,"2,4-D",19,185,6584.5,6715.2
836,836,"2,4-D",19,187,11501.3,11527.6
837,837,"2,4-D",19,189,1567.6,1801.6
838,838,"2,4-D",19,191,2579.5,2670.9
839,839,"2,4-D",19,193,14944.7,15535.8
840,840,"2,4-D",19,195,1590.7,1796.1
841,841,"2,4-D",19,197,2316,2636.9
842,842,"2,4-D",20,1,6085.7,6092.6
843,843,"2,4-D",20,3,10625.8,11040.9
844,844,"2,4-D",20,5,16327.7,16444.1
845,845,"2,4-D",20,7,7985.2,8011.5
846,846,"2,4-D",20,9,46449.7,46695
847,847,"2,4-D",20,11,4985.9,4992.3
848,848,"2,4-D",20,13,31099.9,31293.2
849,849,"2,4-D",20,15,14452,14475.8
850,850,"2,4-D",20,17,5103.7,5147.3
851,851,"2,4-D",20,19,4571.8,4578.3
852,852,"2,4-D",20,21,8793.8,8811
853,853,"2,4-D",20,23,34834.3,35001.6
854,854,"2,4-D",20,25,13846.4,13876.6
855,855,"2,4-D",20,27,29288.7,29356.7
856,856,"2,4-D",20,29,30341.8,30502.3
857,857,"2,4-D",20,31,9496.3,9575.9
858,858,"2,4-D",20,33,6965.5,7004.5
859,859,"2,4-D",20,35,14519,14556.2
860,860,"2,4-D",20,37,7460.1,7469.3
861,861,"2,4-D",20,39,31788.4,31859.2
862,862,"2,4-D",20,41,31580.1,31725.6
863,863,"2,4-D",20,43,20889.2,20919.4
864,864,"2,4-D",20,45,5133.5,5264
865,865,"2,4-D",20,47,22222.4,22285.9
866,866,"2,4-D",20,49,4863.7,4869.4
867,867,"2,4-D",20,51,31361,31413.3
868,868,"2,4-D",20,53,19980.7,20017.5
869,869,"2,4-D",20,55,48631.8,49335.9
870,870,"2,4-D",20,57,41333.2,41755.9
871,871,"2,4-D",20,59,9889,10076.4
872,872,"2,4-D",20,61,3564.6,3621.9
873,873,"2,4-D",20,63,34942.7,34967.2
874,874,"2,4-D",20,65,35505.7,35541.1
875,875,"2,4-D",20,67,22096.7,22172.7
876,876,"2,4-D",20,69,34532.8,34900.2
877,877,"2,4-D",20,71,54093.2,54112
878,878,"2,4-D",20,73,10820.7,10830.8
879,879,"2,4-D",20,75,33921.1,33982.7
880,880,"2,4-D",20,77,13784.3,13826.2
881,881,"2,4-D",20,79,15997.6,16024.6
882,882,"2,4-D",20,81,23104.5,23388.4
883,883,"2,4-D",20,83,26639.4,26708.5
884,884,"2,4-D",20,85,11675.1,12022.9
885,885,"2,4-D",20,87,13133.1,13344.1
886,886,"2,4-D",20,89,40387.8,40555.9
887,887,"2,4-D",20,91,3015.2,3086
888,888,"2,4-D",20,93,36339.4,36724.3
889,889,"2,4-D",20,95,11129.5,11169.7
890,890,"2,4-D",20,97,15641.1,15668.6
891,891,"2,4-D",20,99,8235.9,8247.9
892,892,"2,4-D",20,101,41402.3,41412
893,893,"2,4-D",20,103,6783.2,6964.6
894,894,"2,4-D",20,105,24271.5,24330.2
895,895,"2,4-D",20,107,7317.6,7374.7
896,896,"2,4-D",20,109,34468.3,34480.9
897,897,"2,4-D",20,111,10700.6,11137.3
898,898,"2,4-D",20,113,40851.3,40947.1
899,899,"2,4-D",20,115,33031.5,33135.3
900,900,"2,4-D",20,117,33575.4,36159.1
901,901,"2,4-D",20,119,25377.7,25722.1
902,902,"2,4-D",20,121,5973.5,6085.6
903,903,"2,4-D",20,123,40084,40194
904,904,"2,4-D",20,125,7452.3,7460.5
905,905,"2,4-D",20,127,9383,9505.5
906,906,"2,4-D",20,129,27154.9,27171.9
907,907,"2,4-D",20,131,31936.6,32698.1
908,908,"2,4-D",20,133,6445.5,6452.5
909,909,"2,4-D",20,135,45065.1,45083.7
910,910,"2,4-D",20,137,26337.1,26372.6
911,911,"2,4-D",20,139,10396.1,10955.3
912,912,"2,4-D",20,141,33114,33199.4
913,913,"2,4-D",20,143,25148.5,25325.6
914,914,"2,4-D",20,145,33162.2,33288.1
915,915,"2,4-D",20,147,36514.1,36679.5
916,916,"2,4-D",20,149,12978.4,13318.8
917,917,"2,4-D",20,151,20013.8,20040.4
918,918,"2,4-D",20,153,43108.9,43188.1
919,919,"2,4-D",20,155,23832.7,23992.7
920,920,"2,4-D",20,157,37924.5,38177.6
921,921,"2,4-D",20,159,39433.8,39529.7
922,922,"2,4-D",20,161,6002.4,7011
923,923,"2,4-D",20,163,37962.5,38066.7
924,924,"2,4-D",20,165,33497.8,33551
925,925,"2,4-D",20,167,24197.5,24233.2
926,926,"2,4-D",20,169,24515.3,24598.8
927,927,"2,4-D",20,171,49499.8,49509.1
928,928,"2,4-D",20,173,18651.1,18743.3
929,929,"2,4-D",20,175,21720.1,22076
930,930,"2,4-D",20,177,5952.1,5975.2
931,931,"2,4-D",20,179,39927.1,40070.3
932,932,"2,4-D",20,181,55423,55928
933,933,"2,4-D",20,183,46657.2,46773.1
934,934,"2,4-D",20,185,18774.2,18888.3
935,935,"2,4-D",20,187,34343.1,34378.1
936,936,"2,4-D",20,189,23753.3,24039.3
937,937,"2,4-D",20,191,33089.8,33190.9
938,938,"2,4-D",20,193,55341.8,55458.1
939,939,"2,4-D",20,195,37078.4,37102.6
940,940,"2,4-D",20,197,6394,6478
941,941,"2,4-D",20,199,36062.6,36069.7
942,942,"2,4-D",20,201,36780,36889.4
943,943,"2,4-D",20,203,43000,43006
944,944,"2,4-D",20,205,6879.9,6884.3
945,945,"2,4-D",20,207,4958.5,4966.1
946,946,"2,4-D",20,209,563,570.8
947,947,"2,4-D",21,1,5724,5723.9
948,948,"2,4-D",21,3,5519.6,5519.3
949,949,"2,4-D",21,5,578.8,580.7
950,950,"2,4-D",21,7,4572.6,6313.1
951,951,"2,4-D",21,9,11571.8,11571.3
952,952,"2,4-D",21,11,1279,1291.1
953,953,"2,4-D",21,13,297.9,298
954,954,"2,4-D",21,15,374.1,375.7
955,955,"2,4-D",21,17,1817.4,1880.8
956,956,"2,4-D",21,19,995.2,1016.3
957,957,"2,4-D",21,21,806.8,831.7
958,958,"2,4-D",21,23,161,165.8
959,959,"2,4-D",21,25,448.7,459.7
960,960,"2,4-D",21,27,11358.9,11358.6
961,961,"2,4-D",21,29,1760.7,1760.5
962,962,"2,4-D",21,31,7259.8,7259.5
963,963,"2,4-D",21,33,3799.8,3816.4
964,964,"2,4-D",21,35,6570.2,8509.3
965,965,"2,4-D",21,37,63.8,65.1
966,966,"2,4-D",21,39,3761.4,5015.1
967,967,"2,4-D",21,41,318.8,320
968,968,"2,4-D",21,43,3451.9,3506.7
969,969,"2,4-D",21,45,5390.7,5390.1
970,970,"2,4-D",21,47,9892.9,10082.7
971,971,"2,4-D",21,49,1256.3,1264.3
972,972,"2,4-D",21,51,651.8,694.8
973,973,"2,4-D",21,53,2182.8,2182.7
974,974,"2,4-D",21,55,2451.2,2454.2
975,975,"2,4-D",21,57,2021.8,2021.7
976,976,"2,4-D",21,59,6539,6642.3
977,977,"2,4-D",21,61,3047.3,3047.3
978,978,"2,4-D",21,63,1780.8,1802.6
979,979,"2,4-D",21,65,1558.4,1643.1
980,980,"2,4-D",21,67,1108.4,1124.6
981,981,"2,4-D",21,69,1631.7,1660.7
982,982,"2,4-D",21,71,167.4,179
983,983,"2,4-D",21,73,586.8,605.2
984,984,"2,4-D",21,75,5016.5,6342.8
985,985,"2,4-D",21,77,255.6,274.4
986,986,"2,4-D",21,79,1098.3,1113.3
987,987,"2,4-D",21,81,102,106.9
988,988,"2,4-D",21,83,11645.6,15808.7
989,989,"2,4-D",21,85,7923.3,7923.1
990,990,"2,4-D",21,87,5379.6,5379.5
991,991,"2,4-D",21,89,2191.9,2272.3
992,992,"2,4-D",21,91,1251,1265
993,993,"2,4-D",21,93,11658.9,11658.6
994,994,"2,4-D",21,95,179.2,175.9
995,995,"2,4-D",21,97,1297,1318.3
996,996,"2,4-D",21,99,5943.5,5942.9
997,997,"2,4-D",21,101,7109.3,7129.2
998,998,"2,4-D",21,103,1594.9,1620.8
999,999,"2,4-D",21,105,5338.2,7746.5
1000,1000,"2,4-D",21,107,3501.9,3510.3
1001,1001,"2,4-D",21,109,2389.2,2427.3
1002,1002,"2,4-D",21,111,809.1,808.5
1003,1003,"2,4-D",21,113,677.8,697.7
1004,1004,"2,4-D",21,115,688.3,701.8
1005,1005,"2,4-D",21,117,38.8,40.7
1006,1006,"2,4-D",21,119,224.1,224.1
1007,1007,"2,4-D",21,121,739.7,767.1
1008,1008,"2,4-D",21,123,7830.5,7830.2
1009,1009,"2,4-D",21,125,3039.8,3117.3
1010,1010,"2,4-D",21,127,1340.2,1345.9
1011,1011,"2,4-D",21,129,426.6,431.8
1012,1012,"2,4-D",21,131,35.6,35.6
1013,1013,"2,4-D",21,133,40.6,40.9
1014,1014,"2,4-D",21,135,2401.3,2510.8
1015,1015,"2,4-D",21,137,1593.7,1618.8
1016,1016,"2,4-D",21,139,4435.1,5089
1017,1017,"2,4-D",21,141,8295.7,8478
1018,1018,"2,4-D",21,143,1677.7,1940.8
1019,1019,"2,4-D",21,145,2820.7,3663
1020,1020,"2,4-D",21,147,453.2,455.1
1021,1021,"2,4-D",21,149,4458.1,4476.9
1022,1022,"2,4-D",21,151,2007.3,2018.3
1023,1023,"2,4-D",21,153,1328.9,1339.7
1024,1024,"2,4-D",21,155,7556.5,7556.3
1025,1025,"2,4-D",21,157,3790.8,4463.3
1026,1026,"2,4-D",21,159,325.4,325.4
1027,1027,"2,4-D",21,161,1076.1,1104.3
1028,1028,"2,4-D",21,163,6557.4,6557.2
1029,1029,"2,4-D",21,165,1223.2,1290.2
1030,1030,"2,4-D",21,167,1287.2,1349.5
1031,1031,"2,4-D",21,169,4416.4,4415.1
1032,1032,"2,4-D",21,171,6148.4,6148.3
1033,1033,"2,4-D",21,173,765,771.4
1034,1034,"2,4-D",21,175,3301.4,3349
1035,1035,"2,4-D",21,177,2187.5,2206.1
1036,1036,"2,4-D",21,179,9014.4,9014.1
1037,1037,"2,4-D",21,181,747.4,773.6
1038,1038,"2,4-D",21,183,3646.5,3654.7
1039,1039,"2,4-D",21,185,612.9,633.2
1040,1040,"2,4-D",21,187,308.2,371.5
1041,1041,"2,4-D",21,189,535.4,547.4
1042,1042,"2,4-D",21,191,320.1,325.9
1043,1043,"2,4-D",21,193,456.2,468.4
1044,1044,"2,4-D",21,195,492.1,498.9
1045,1045,"2,4-D",21,197,879.9,929.4
1046,1046,"2,4-D",21,199,7121.7,8168.5
1047,1047,"2,4-D",21,201,264.2,265.8
1048,1048,"2,4-D",21,203,2414.9,2591.6
1049,1049,"2,4-D",21,205,1006.6,1074.6
1050,1050,"2,4-D",21,207,3717.6,3717.5
1051,1051,"2,4-D",21,209,1132.3,1156
1052,1052,"2,4-D",21,211,1838.2,1964.8
1053,1053,"2,4-D",21,213,4910.6,4971.5
1054,1054,"2,4-D",21,215,632.8,649.7
1055,1055,"2,4-D",21,217,5405.1,5404.7
1056,1056,"2,4-D",21,219,6008.4,6149.3
1057,1057,"2,4-D",21,221,4666.8,6209.6
1058,1058,"2,4-D",21,223,528.5,555.2
1059,1059,"2,4-D",21,225,6994.9,7004.9
1060,1060,"2,4-D",21,227,12913.9,12910.7
1061,1061,"2,4-D",21,229,1171.2,1292.5
1062,1062,"2,4-D",21,231,3616.4,4179.3
1063,1063,"2,4-D",21,233,4024.1,4035.1
1064,1064,"2,4-D",21,235,1600.6,1645.7
1065,1065,"2,4-D",21,237,1105.9,1124.8
1066,1066,"2,4-D",21,239,990,1010.8
1067,1067,"2,4-D",22,1,6338.5,10980.6
1068,1068,"2,4-D",22,3,1244.8,2448.5
1069,1069,"2,4-D",22,5,4852.4,6626.2
1070,1070,"2,4-D",22,7,7166.1,8080.1
1071,1071,"2,4-D",22,9,17071.9,17434.2
1072,1072,"2,4-D",22,11,324.1,1202.2
1073,1073,"2,4-D",22,13,6477.6,6477.6
1074,1074,"2,4-D",22,15,9156.5,10219.5
1075,1075,"2,4-D",22,17,11252.7,15722.6
1076,1076,"2,4-D",22,19,1237.9,2282.4
1077,1077,"2,4-D",22,21,7370.6,7405.7
1078,1078,"2,4-D",22,23,966.5,1433.4
1079,1079,"2,4-D",22,25,17004,16925.7
1080,1080,"2,4-D",22,27,6246.6,6246.6
1081,1081,"2,4-D",22,29,19686.7,19981.5
1082,1082,"2,4-D",22,31,17500.8,17637.8
1083,1083,"2,4-D",22,33,6188.5,6210.6
1084,1084,"2,4-D",22,35,48359.8,48458.3
1085,1085,"2,4-D",22,37,8190.2,8833.3
1086,1086,"2,4-D",22,39,6936.3,8962.4
1087,1087,"2,4-D",22,41,42199.7,45090.9
1088,1088,"2,4-D",22,43,2760,2737.5
1089,1089,"2,4-D",22,45,11231.6,12111.4
1090,1090,"2,4-D",22,47,7474.8,9461.9
1091,1091,"2,4-D",22,49,1893.8,1893.8
1092,1092,"2,4-D",22,51,,181.9
1093,1093,"2,4-D",22,53,5360.2,8650.6
1094,1094,"2,4-D",22,55,2206,3567.3
1095,1095,"2,4-D",22,57,8993.8,11643.8
1096,1096,"2,4-D",22,59,323.3,323.3
1097,1097,"2,4-D",22,61,5488.3,5489.7
1098,1098,"2,4-D",22,63,2390.9,2398.4
1099,1099,"2,4-D",22,65,47953.7,48547.4
1100,1100,"2,4-D",22,67,47653,50319.8
1101,1101,"2,4-D",22,69,15827.9,15827.9
1102,1102,"2,4-D",22,71,,41
1103,1103,"2,4-D",22,73,14382.1,14397.6
1104,1104,"2,4-D",22,75,14.2,2104.3
1105,1105,"2,4-D",22,77,12021,11647.6
1106,1106,"2,4-D",22,79,9254.3,9505.1
1107,1107,"2,4-D",22,81,17106.2,19160.6
1108,1108,"2,4-D",22,83,34149.5,37627.7
1109,1109,"2,4-D",22,85,2629.4,2629.4
1110,1110,"2,4-D",22,87,1.6,234.7
1111,1111,"2,4-D",22,89,,380
1112,1112,"2,4-D",22,91,4868.3,4868.3
1113,1113,"2,4-D",22,93,8282.7,8841.1
1114,1114,"2,4-D",22,95,1835.7,1971.2
1115,1115,"2,4-D",22,97,16297.7,17145
1116,1116,"2,4-D",22,99,6096.6,7835.8
1117,1117,"2,4-D",22,101,8930.3,9707
1118,1118,"2,4-D",22,103,3267.3,3267.3
1119,1119,"2,4-D",22,105,9788.6,9928.9
1120,1120,"2,4-D",22,107,38170.6,38201.4
1121,1121,"2,4-D",22,109,3556.2,4561
1122,1122,"2,4-D",22,111,6826.4,6826.4
1123,1123,"2,4-D",22,113,12348.7,14893
1124,1124,"2,4-D",22,115,4348.6,4348.6
1125,1125,"2,4-D",22,117,5377.4,5661.2
1126,1126,"2,4-D",22,119,5841.4,5842.5
1127,1127,"2,4-D",22,121,720.7,718.3
1128,1128,"2,4-D",22,123,22259.4,23401.6
1129,1129,"2,4-D",22,125,7741.2,8295.3
1130,1130,"2,4-D",22,127,2468,2468
1131,1131,"2,4-D",23,1,69.3,101.2
1132,1132,"2,4-D",23,3,24.6,34.2
1133,1133,"2,4-D",23,5,19.8,30.6
