arrival_id,crop_id,district_id,market_id,variety,arrival_tonnes,min_price_rs_quintal,max_price_rs_quintal,modal_price_rs_quintal,arrival_date
864,864,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
865,865,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
866,866,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
867,867,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
868,868,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
869,869,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
870,870,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
871,871,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
872,872,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
873,873,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
874,874,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
875,875,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
876,876,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
877,877,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
878,878,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
879,879,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
880,880,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
881,881,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
882,882,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
883,883,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
884,884,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
885,885,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
886,886,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
887,887,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
888,888,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
889,889,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
890,890,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
891,891,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
892,892,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
893,893,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
894,894,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
895,895,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
896,896,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
897,897,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
898,898,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
899,899,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
900,900,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
901,901,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
902,902,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
903,903,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
904,904,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
905,905,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
906,906,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
907,907,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
908,908,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
909,909,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
910,910,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
911,911,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
912,912,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
913,913,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
914,914,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
915,915,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
916,916,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
917,917,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
918,918,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
919,919,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
920,920,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
921,921,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
922,922,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
923,923,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
924,924,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
925,925,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
926,926,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
927,927,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
928,928,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
929,929,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
930,930,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
931,931,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
932,932,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
933,933,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
934,934,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
935,935,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
936,936,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
937,937,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
938,938,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
939,939,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
940,940,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
941,941,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
942,942,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
943,943,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
944,944,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
945,945,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
946,946,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
947,947,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
948,948,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
949,949,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
950,950,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
951,951,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
952,952,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
953,953,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
954,954,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
955,955,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
956,956,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
957,957,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
958,958,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
959,959,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
960,960,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
961,961,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
962,962,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
963,963,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
964,964,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
965,965,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
966,966,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
967,967,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
968,968,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
969,969,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
970,970,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
971,971,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
972,972,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
973,973,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
974,974,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
975,975,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
976,976,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
977,977,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
978,978,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
979,979,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
980,980,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
981,981,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
982,982,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
983,983,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
984,984,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
985,985,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
986,986,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
987,987,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
988,988,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
989,989,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
990,990,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
991,991,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
992,992,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
993,993,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
994,994,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
995,995,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
996,996,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
997,997,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
998,998,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
999,999,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1000,1000,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1001,1001,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1002,1002,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1003,1003,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1004,1004,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1005,1005,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1006,1006,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1007,1007,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1008,1008,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1009,1009,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1010,1010,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1011,1011,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1012,1012,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1013,1013,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1014,1014,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1015,1015,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1016,1016,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1017,1017,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1018,1018,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1019,1019,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1020,1020,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1021,1021,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1022,1022,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1023,1023,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1024,1024,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1025,1025,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1026,1026,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1027,1027,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1028,1028,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1029,1029,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1030,1030,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1031,1031,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1032,1032,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1033,1033,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1034,1034,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1035,1035,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1036,1036,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1037,1037,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1038,1038,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1039,1039,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1040,1040,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1041,1041,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1042,1042,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1043,1043,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1044,1044,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1045,1045,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1046,1046,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1047,1047,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1048,1048,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1049,1049,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1050,1050,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1051,1051,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1052,1052,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1053,1053,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1054,1054,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1055,1055,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1056,1056,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1057,1057,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1058,1058,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1059,1059,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1060,1060,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1061,1061,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1062,1062,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1063,1063,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1064,1064,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1065,1065,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1066,1066,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1067,1067,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1068,1068,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1069,1069,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1070,1070,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1071,1071,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1072,1072,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1073,1073,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1074,1074,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1075,1075,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1076,1076,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1077,1077,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1078,1078,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1079,1079,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1080,1080,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1081,1081,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1082,1082,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1083,1083,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1084,1084,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1085,1085,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1086,1086,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1087,1087,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1088,1088,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1089,1089,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1090,1090,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1091,1091,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1092,1092,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1093,1093,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1094,1094,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1095,1095,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1096,1096,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1097,1097,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1098,1098,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1099,1099,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1100,1100,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1101,1101,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1102,1102,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1103,1103,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1104,1104,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1105,1105,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1106,1106,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1107,1107,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1108,1108,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1109,1109,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1110,1110,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1111,1111,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1112,1112,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1113,1113,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1114,1114,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1115,1115,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1116,1116,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1117,1117,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1118,1118,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1119,1119,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1120,1120,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1121,1121,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1122,1122,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1123,1123,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1124,1124,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1125,1125,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1126,1126,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1127,1127,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1128,1128,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1129,1129,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1130,1130,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1131,1131,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1132,1132,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1133,1133,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1134,1134,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1135,1135,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1136,1136,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1137,1137,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1138,1138,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1139,1139,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1140,1140,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1141,1141,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1142,1142,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1143,1143,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1144,1144,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1145,1145,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1146,1146,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1147,1147,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1148,1148,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1149,1149,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1150,1150,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1151,1151,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1152,1152,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1153,1153,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1154,1154,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1155,1155,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1156,1156,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1157,1157,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1158,1158,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
1159,1159,Hyderabad,Erragadda(Rythu Bazar),Other,3,2300,2300,2300,7/13/2022
1160,1160,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.4,2300,2300,2300,7/13/2022
1161,1161,Surat,Surat,Other,1.5,4000,7500,5750,7/13/2022
1162,1162,Sonipat,Ganaur,Yam (Ratalu),0.45,2500,3000,2800,7/13/2022
