record_id,crop_id,district_id,soil_ph,soil_moisture,temperature_c,rainfall_mm,fertilizer_used,pesticide_usage,crop_yield,sustainability_score
448,448,448,5.792324032,36.11502268,18.3091896,237.7398827,171.8198609,11.0604749,4.274980165,27.90484807
449,449,449,7.413295346,41.81976513,30.56186152,172.9772546,173.2976185,7.491088594,3.493329061,59.29479261
450,450,450,6.610967067,26.54987066,19.63184056,288.3244534,125.0556902,4.106281407,4.711190249,73.30147219
451,451,451,6.152093094,45.50313247,18.79743569,93.47857845,172.3311676,5.312297672,9.951994331,21.99231981
452,452,452,6.86012516,49.9347947,34.87780908,111.9866538,57.96112852,6.97171976,9.528957042,34.41036276
453,453,453,6.459084783,29.72655568,19.82719199,59.61425621,135.5462097,15.75212033,5.324395008,56.76260524
454,454,454,6.540287704,14.46750437,22.54582043,273.1618491,178.1400227,18.24997446,6.903393084,81.22738328
455,455,455,6.060986766,36.63648015,31.70611902,119.8183105,196.665575,15.70461495,2.102522937,63.77298825
456,456,456,6.725622116,33.53279662,26.05178624,153.0860583,197.4386464,8.562850757,5.052704283,73.97723308
457,457,457,6.397948167,47.73205264,15.07464691,152.6503496,138.6863538,17.77247122,7.418979862,33.58401104
458,458,458,5.696770823,43.91646864,24.26371626,250.9364072,198.209663,14.72726308,9.837770051,88.27688197
459,459,459,5.784475018,48.0081653,32.38863253,142.666451,189.2291178,7.987017503,9.292505134,63.86366548
460,460,460,6.808172035,28.40007023,25.32187011,97.76318299,53.39867323,9.628912764,8.504599326,56.78582219
461,461,461,6.369523841,20.99989215,28.44779847,254.7298896,76.79952661,1.945225722,5.274443195,53.88165751
462,462,462,5.807784526,40.20203931,28.03268445,285.9124813,59.46557891,4.337700406,2.842262128,21.23145155
463,463,463,5.91147826,38.30512486,20.19759079,133.5657198,107.0176796,17.41336086,2.289289804,74.07174342
464,464,464,6.4262222,43.35258156,17.8776318,195.6381327,132.0519558,4.124137555,3.616570028,66.92116879
465,465,465,6.547897158,13.58633565,20.73890818,100.8903222,172.3439379,16.65347753,2.848352625,55.98876742
466,466,466,6.585876462,14.91458026,15.04663638,261.919188,81.3839963,8.400748276,3.934741774,28.91174159
467,467,467,6.120067268,10.06056335,19.57563916,123.7637878,77.4346837,18.94507662,9.940873464,51.29688577
468,468,468,7.42918834,21.99046029,21.88036509,250.8930447,136.398651,8.114587611,5.44012172,5.316775303
469,469,469,6.808172433,26.93902888,30.01369082,237.8757057,71.59212024,16.30809736,8.27505686,17.62005982
470,470,470,5.779012049,49.59069426,17.53822546,133.7330996,102.1474861,4.758558402,2.95481184,44.28189068
471,471,471,6.721937049,15.05982032,17.67895566,210.4242346,138.0246541,19.56003991,5.088502412,75.50899798
472,472,472,5.820160293,16.6245418,16.18313416,192.2589701,55.10979055,3.399767689,3.348838626,2.402892785
473,473,473,7.275108688,31.42449592,33.4827172,243.6359059,91.52204682,6.42303445,6.319179448,38.3417173
474,474,474,5.591573348,13.50519116,29.99818744,210.2813881,195.7836535,10.43721553,1.609455815,78.26351624
475,475,475,6.357619791,10.64935699,15.61065066,268.2990737,191.8419261,11.46268043,3.93469743,73.5244356
476,476,476,7.193246067,47.30307074,33.51761356,200.0956654,112.5957401,15.20358187,9.889203822,96.78072745
477,477,477,7.344308523,11.72545235,23.04719321,278.9512892,104.9849373,6.489786879,6.01820438,27.45840515
478,478,478,7.02158253,37.72593194,20.42926231,164.0184571,151.3856258,17.22128295,1.833092357,77.20799954
479,479,479,6.484117417,44.34050784,17.11044466,102.6907848,148.6530246,6.490633096,6.98366372,38.79680597
480,480,480,6.896443653,49.06175681,31.73904142,53.30944325,74.42591712,1.371838581,4.818589742,57.11311198
481,481,481,6.564235909,38.11508869,31.213473,180.9902363,93.978711,9.170680343,8.552263078,57.55446215
482,482,482,6.315060402,17.78179702,15.80426882,244.471238,174.6386319,17.20733324,7.340776409,88.42043258
483,483,483,6.940479076,43.00652805,34.2872203,65.65463476,50.07385561,12.75367809,3.68010875,7.861972608
484,484,484,7.1876117,31.16714727,28.01197912,164.697857,111.2746928,3.998688511,6.187765671,88.95876811
485,485,485,6.547171789,43.47188396,30.18744442,174.9486688,192.4735249,8.294000197,4.466325976,89.77469555
486,486,486,5.82717678,12.39314262,15.7669562,52.08948863,99.92244777,15.02792165,6.34475031,63.21258181
487,487,487,6.660851909,21.09000833,27.09241787,206.903431,113.3796399,9.152374544,2.415360953,10.38020726
488,488,488,6.22517442,42.19003766,33.44499427,208.2231619,141.229853,18.21288898,2.401611443,22.00107772
489,489,489,7.471933172,34.81544774,28.28923501,212.0174384,143.4901777,2.635460209,6.775696496,10.4998579
490,490,490,7.145007898,43.93005821,24.76596204,270.1483719,64.89481833,12.79756699,8.713356239,75.81684255
491,491,491,5.78111572,19.30365508,23.08240122,108.4169923,108.3704169,1.019365904,4.421235391,73.98841781
492,492,492,6.664234384,11.63257976,34.96343712,193.6821747,157.7007543,4.483341325,2.647578379,92.40635579
493,493,493,6.190086338,16.06610441,23.41148597,144.5667135,90.78593853,8.506277791,9.17880231,54.90979744
494,494,494,6.452674781,18.99150554,32.89542498,172.4995821,159.7487797,1.359558076,4.58722595,53.67451965
495,495,495,7.480070755,41.65884804,15.75216523,275.889827,151.267796,15.29114466,1.45188108,5.657094276
496,496,496,5.512821395,30.40033348,20.6123745,150.7106588,151.0527829,13.09944593,5.071135247,76.22967598
497,497,497,5.504960385,17.80803338,24.62224247,71.93615339,54.67074996,9.759595292,5.714897409,32.08051656
498,498,498,7.102335259,29.19691509,17.50678652,178.2520257,69.08976995,8.919347749,8.712267628,76.76390038
499,499,499,6.446829398,36.23508778,30.98901823,95.16565052,101.1543214,19.90227046,7.630915022,70.3101668
500,500,500,6.829544716,10.19434896,18.11133935,172.4932813,169.9342294,6.960747161,7.89796314,10.11664169
501,501,501,5.813278603,28.80862242,29.3612975,135.0293008,80.41177628,16.06729941,1.723789863,60.30843629
502,502,502,7.355473488,37.57869067,34.76022376,96.61855236,108.7376529,5.522325434,4.249010066,7.64881776
503,503,503,5.929161216,38.32605733,26.42215403,201.9073117,108.122666,4.126538203,9.301838335,34.39922309
504,504,504,5.646460231,46.53487136,33.68887999,192.1747449,71.61169192,7.215475773,3.090158238,60.44223039
505,505,505,7.472458871,18.68552999,33.7079899,171.4404997,140.0797616,12.86686713,6.221287574,76.74497792
506,506,506,7.302645512,28.85129106,30.22233459,79.83178582,133.6292584,5.213984592,3.186160068,92.74314145
507,507,507,6.360369313,16.12109708,28.07687376,220.4393492,93.76227049,10.57304805,8.786565278,40.77078944
508,508,508,6.250063593,31.95965939,33.2577687,145.0790454,51.29334222,1.029964969,2.451971321,25.84753567
509,509,509,7.347950152,32.09828912,26.41614808,98.91005652,150.8373734,18.39946134,8.132075861,45.37050802
510,510,510,5.841397826,17.17605475,28.05523067,245.5797767,159.726308,3.241879724,7.247264534,1.085116911
511,511,511,7.120760176,32.28099334,33.71796278,143.3645272,79.38126551,13.44358345,2.314003598,51.92614683
512,512,512,6.542620439,49.51119863,19.22036255,279.267677,147.262891,12.16852403,7.198316179,89.16244559
513,513,513,6.052217407,36.0768999,19.48828173,150.5490177,125.6502993,4.966572078,3.755758019,77.01712191
514,514,514,6.033791703,33.3906393,25.3258651,56.71920968,151.0210352,18.58918992,6.950881741,34.33413449
515,515,515,7.393933967,24.80972383,34.00267231,212.0064164,51.81022703,16.17872785,7.269218939,26.21256347
516,516,516,7.473628545,16.74270952,29.0979161,244.1175913,105.5935201,14.37761811,6.319396627,56.21899434
517,517,517,7.310707155,36.95621737,30.31305737,282.6394731,59.98802617,18.72451167,2.688075423,46.75794642
518,518,518,5.920244581,15.5748376,25.4687089,121.7480827,115.8018666,5.255004489,2.344797017,25.1406756
519,519,519,5.787943394,42.83248664,24.16104348,195.3265029,179.1639443,14.34717021,1.823168587,23.9203511
520,520,520,7.387251898,24.58129316,29.11206579,167.9946826,168.4540318,6.095025739,2.579528631,90.83094976
521,521,521,5.764398174,48.74266339,21.3089454,101.2388767,172.5213342,12.60035935,5.760387279,21.51394801
522,522,522,5.979924222,35.34251105,26.09882026,280.3636068,148.9076842,6.483795158,6.918060918,44.65514395
523,523,523,6.311833009,23.03613881,31.1187983,192.9449537,155.3648888,8.47096298,5.966549533,66.70247732
524,524,524,6.320613711,42.03945024,25.05077069,129.5556393,119.8820766,2.091584651,3.109977893,38.9230469
525,525,525,6.545542103,29.73267757,27.78399877,233.7681591,106.0584381,1.631786662,9.521259032,93.88626742
526,526,526,6.60547305,43.37751727,31.90701208,146.7808291,189.6909578,9.120183576,6.595651342,2.050344921
527,527,527,7.143784941,15.28686918,31.10630479,123.7697962,188.9991532,9.651209334,6.123473423,76.55829239
528,528,528,6.57686207,30.35766661,33.82357902,135.9965525,188.345815,7.045444716,3.161982657,6.559312132
529,529,529,7.256006743,43.15968307,20.25817171,74.33448408,95.24314425,17.71886281,4.371722016,20.71156281
530,530,530,6.655704522,34.21539156,24.61515161,175.8039787,134.839315,12.3461955,6.308091887,89.8892624
531,531,531,6.82442601,19.14189245,19.48128481,173.4457254,77.41679917,1.177107623,1.654655033,2.11751412
532,532,532,6.871873425,19.25977821,33.21608757,69.79555895,196.9398404,4.277015887,4.872705412,71.51970256
533,533,533,7.187882911,41.77554525,29.40717193,207.302586,153.6714689,1.266974867,4.779358139,13.96192507
534,534,534,6.358864795,49.29081896,24.52268658,215.9982914,99.44919868,17.53842535,2.668705728,55.66763479
535,535,535,6.650396843,15.33906353,27.53954531,59.95103987,194.3424818,15.7259537,3.73483686,9.702771286
536,536,536,6.350718853,49.02987155,17.64279931,174.4303023,81.96766298,4.324479153,1.192238373,26.47313869
537,537,537,6.042350838,37.36363316,16.68607377,208.0599203,161.4241169,12.92184478,4.938336917,54.74130375
538,538,538,7.141090533,45.41872405,26.9266112,166.9793206,160.0199191,13.23789184,5.862978188,11.47043675
539,539,539,6.905069969,27.62090928,32.85624611,79.68865173,53.92492362,8.549706773,2.812438781,77.21713856
540,540,540,5.782933991,34.00356754,19.56792633,116.0351702,152.6802369,3.996506743,1.039373367,72.29134856
541,541,541,6.065001867,29.84812996,18.32104183,237.1506466,194.3386985,12.87759434,9.62473566,92.73846161
542,542,542,7.274313734,45.06667757,23.67239114,245.1726325,67.46274539,3.741862005,7.529743328,81.99107212
543,543,543,6.139443181,12.4284062,16.3021345,82.08806748,185.1700562,13.47621081,1.785535714,14.24242609
544,544,544,5.787491497,34.07834686,19.47056378,89.83444737,115.0170781,9.80365713,1.525230467,47.74159409
545,545,545,6.501562231,38.69317565,32.97863302,67.6261809,90.94439239,7.228433959,1.019208433,52.71389313
546,546,546,5.675017612,32.61919599,33.88448418,65.60057811,164.6466016,7.935186178,1.6427987,5.795422358
547,547,547,6.18569851,21.16002026,19.19145138,70.6292879,92.15708338,11.67808114,3.030825584,83.36881995
548,548,548,6.675548889,46.72669883,21.93257783,64.79506796,167.643553,11.57720444,7.031304918,64.88705644
549,549,549,7.333705684,11.38897663,29.80565286,224.0820306,117.0877711,13.15143777,3.795633375,97.44258556
550,550,550,5.900896567,49.16029154,21.78532187,59.15611664,65.23553232,4.723998414,8.929163177,29.19069751
551,551,551,6.818527923,26.25778334,23.86585804,174.1261894,167.4811546,8.151661763,5.798382274,36.71969705
552,552,552,5.580392105,25.66659136,20.74173001,256.2848493,57.93886593,9.684212001,9.354272764,39.2454643
553,553,553,6.000602239,31.939847,25.11659549,209.0187972,133.478243,17.97058367,5.200880351,72.14781347
554,554,554,6.577280223,27.76318734,32.8890755,193.6131554,64.50871299,18.08163679,9.746111723,85.1729845
555,555,555,7.297959953,40.44542563,33.76010499,296.1109909,66.68390654,15.0380137,2.202507987,80.85424914
556,556,556,6.262508411,45.53920148,26.15944378,179.115742,67.90404722,17.53652103,9.724657943,35.70326182
557,557,557,5.942803263,47.97135841,21.18634123,77.71566152,60.64617998,4.5999282,8.93491719,98.9197336
558,558,558,6.352423183,15.60589724,16.14963057,172.8201741,67.27290463,9.615105676,5.894011724,25.78372467
559,559,559,6.436415777,35.96328399,25.31646203,185.3697175,123.0964961,14.89334068,3.900342384,58.08147185
560,560,560,6.315010023,19.00954503,31.18705915,257.8724723,133.9221439,3.312137581,1.21735632,59.50420611
561,561,561,6.845606907,48.18138741,22.40920393,60.08908454,64.39554846,7.52149301,7.022572282,85.78817682
562,562,562,6.594068395,48.26086071,21.55359691,52.65178954,177.030528,18.00046693,9.976655316,49.91025205
563,563,563,5.607805154,37.99507364,31.87715437,106.7852451,166.7873336,12.31077064,9.30146553,52.20152901
564,564,564,5.788179422,20.8431565,29.70692512,114.9326612,165.7310743,3.5547855,6.184002277,50.55814523
565,565,565,6.322566112,13.48786926,28.63033778,259.2482667,166.945991,14.18696462,6.257704227,92.74889505
566,566,566,6.153455308,44.52439181,33.73176077,133.9877557,149.2406962,18.28541984,8.436388615,89.37157189
567,567,567,6.360305471,15.28467458,27.73136695,123.8445679,94.21697954,18.70679172,7.6336777,42.2903571
568,568,568,6.736718113,49.52722253,26.29118519,53.97061366,145.5754232,11.12657252,6.644252008,98.42486525
569,569,569,5.95248709,29.69515341,19.95140576,199.6763411,50.90757709,8.305961702,2.422065592,98.87349532
570,570,570,6.710032996,38.95105818,15.2660255,275.6417521,113.3368648,2.717676841,6.745252141,63.61678736
571,571,571,6.51702268,24.39431387,21.66255044,186.892421,122.4534102,7.053607644,2.475248219,4.695534528
572,572,572,5.6535148,30.87689568,22.20488024,245.9125978,62.48900445,11.13355684,8.53924308,66.56663866
573,573,573,6.139971421,46.44389592,22.17192152,175.1103826,123.5572147,9.451920049,4.501982271,0.729890264
574,574,574,6.468667235,31.90786481,24.9592023,245.1837701,126.4536814,4.580663168,9.930380291,51.11755168
575,575,575,6.4670744,44.84724519,32.02975283,119.748046,180.7966676,5.509537617,4.512582945,75.05079935
576,576,576,6.522267843,36.61625712,30.10005951,191.9279405,193.9007245,18.35866326,3.088812841,49.85373206
577,577,577,7.287602693,35.53919432,33.50896801,225.0281326,154.2953278,18.22061903,1.701250988,44.77329405
578,578,578,7.150289283,35.02820081,22.12813808,84.19675851,105.0085152,10.03409153,2.612092711,89.37132797
579,579,579,5.967294634,21.26388064,17.03579638,216.5589187,177.6505808,17.6810124,9.954585806,68.55607445
580,580,580,6.566126601,33.02424497,22.68971036,61.12949064,195.9427866,3.711153177,7.3253424,93.09959198
581,581,581,6.969533252,26.85094967,28.63139236,239.3982001,182.0119155,9.451724422,8.117101169,54.79160073
582,582,582,7.177346207,26.54596798,28.4784929,97.65885679,132.1536024,8.515578684,8.098697963,36.32897163
583,583,583,7.340661183,32.74769964,31.43280102,295.8728188,149.0515743,19.94464655,7.685295905,20.47850116
584,584,584,6.368945602,26.29794725,25.09448298,192.0983513,81.88608285,3.148035674,5.094256835,12.45814539
585,585,585,6.475929617,44.22475347,29.57346198,158.1058777,117.510369,19.66233405,3.89044914,75.35300216
586,586,586,6.747303654,49.57505168,26.90539082,139.1725071,74.8899579,17.95428539,4.301375833,28.26889721
587,587,587,5.984002525,35.56076104,16.63160086,65.70543555,78.05557646,16.75043937,9.525076569,4.564959014
588,588,588,6.996315807,48.23697722,15.72780547,274.2111108,50.70866989,4.908119563,2.748823034,60.807298
589,589,589,6.991252398,36.91662202,29.30394653,162.2425954,114.0661088,1.081045719,5.412887349,32.91962179
590,590,590,6.301589421,16.30537412,25.07173948,271.867766,198.3973238,8.767535095,9.668537956,11.36243735
591,591,591,7.023344183,31.12896225,22.07792851,66.1010208,61.87468481,2.754021254,6.203149786,36.541252
592,592,592,5.977465906,13.75242258,24.13168382,291.1224531,72.13962731,13.71003018,8.955872279,51.4772796
593,593,593,6.90782257,35.45659103,16.06883547,284.812301,185.8666994,8.230411443,4.930057345,12.83274736
594,594,594,5.769570666,42.74206534,29.96247289,150.4767154,158.3877148,1.538186708,8.774674359,33.91718118
595,595,595,5.521585224,34.68144361,16.28760219,83.71627043,120.3909117,9.489659842,4.333691586,59.0814147
596,596,596,6.609534758,18.1053888,23.35052803,58.97573214,74.59426776,1.164768282,3.451347909,79.23977971
597,597,597,6.230122426,23.35252574,21.12370903,86.81371718,167.8705948,18.17788762,7.591843979,53.56557801
598,598,598,6.050556724,35.48113321,34.71891491,243.1971072,126.4008256,18.98771982,4.778562029,57.34475058
599,599,599,5.854254951,21.11995885,25.76873869,185.4779627,130.789589,9.068298261,8.170195337,79.84926105
600,600,600,6.951384261,16.4444295,22.50064954,167.675617,77.51195984,9.838935257,5.636453758,92.79757155
601,601,601,6.868441702,28.83170313,16.16983107,231.5784037,142.1299441,11.56074579,4.968632822,26.62167621
602,602,602,6.84220613,22.85878146,25.00779297,243.2159677,126.1575038,8.105284734,9.083664961,86.33951466
603,603,603,6.348075833,33.48265513,26.03675561,58.98766912,54.98134871,6.485003681,6.446217313,42.78385015
604,604,604,6.724970405,15.56636516,31.31329802,175.5073385,126.8088337,15.54124542,2.312327314,9.456498877
605,605,605,7.269688248,31.60956954,34.74961937,236.89368,105.6403194,12.08055956,6.750005839,77.4310829
606,606,606,5.655512946,48.87998261,27.79314939,297.1331887,107.1903118,4.55411898,7.112758436,74.31794711
607,607,607,7.143286985,45.42707034,24.80120484,260.1110947,62.34557166,16.2450077,7.133524887,74.89770297
608,608,608,5.547417887,27.59639965,20.79651472,184.0137148,103.1762164,12.98086886,7.102700933,4.121722533
609,609,609,5.993788715,17.60255901,24.56999519,139.2486081,150.391431,12.8522277,6.894760809,95.91668482
610,610,610,7.46027602,32.05205341,24.01416977,69.4760217,159.7582129,3.888094843,1.501898226,81.75142755
611,611,611,6.086958035,37.97169846,19.78474085,127.211241,78.64706022,11.28240192,4.152572574,23.08138717
612,612,612,6.925136829,39.35906151,15.89698639,195.791178,71.16664571,11.48312372,1.811369617,14.73685733
613,613,613,6.515724586,41.94756103,20.84097885,243.1565574,58.3916359,2.932526749,2.364964,76.09670816
614,614,614,5.579358738,30.05606873,22.63301341,269.2214519,141.3154421,4.895583387,1.124026228,62.66791038
615,615,615,7.467855369,30.48307896,34.21664962,137.6290035,160.4768381,14.57284397,1.27562243,5.390694287
616,616,616,7.275636857,48.99528192,27.70500708,93.31065078,87.58829274,5.337381425,2.699487388,37.32715991
617,617,617,6.744750558,11.32286543,26.09031256,230.0435204,171.736556,1.308312971,7.334846212,58.9905143
618,618,618,6.396336007,30.40139423,34.33596309,51.71915706,88.20578428,4.847994517,5.132199352,41.41113074
619,619,619,7.332534703,32.83189069,15.42987972,282.7662358,198.435132,13.57198976,5.021928233,96.79284164
620,620,620,6.832370308,15.11699389,29.08836556,207.1046637,52.79466776,6.041881733,2.883706453,27.01175809
621,621,621,6.391559859,32.64443785,27.13025936,135.1150293,73.96381138,6.870966716,4.295955245,71.61999135
622,622,622,6.233819985,16.43438877,19.37061199,202.0588761,126.4233203,16.73730826,6.87593172,78.76562282
623,623,623,7.217161781,16.84249756,29.7952572,162.9281295,82.98001553,8.822292993,7.884761593,89.82851095
624,624,624,6.301560915,33.26731442,17.37591462,230.9226498,158.3825158,19.08554409,9.278909164,5.500866821
625,625,625,7.04659052,25.57896388,25.51000848,91.16590414,179.0171784,15.2454224,3.322922102,3.113716218
626,626,626,6.347449277,39.17569537,17.76624357,295.8225428,62.05531493,1.764650676,6.810579738,21.32219777
627,627,627,6.653824392,28.51974281,22.03611713,279.3868628,160.9442194,14.29870631,1.26221628,56.46890937
628,628,628,5.891898828,30.68411245,23.92446591,291.8031991,77.34080234,6.891807867,6.222580114,56.34307136
629,629,629,5.586493961,24.8955422,34.49141414,107.0198762,167.9900952,14.10772629,7.941242121,72.79240039
630,630,630,7.345304875,14.63553311,23.27351263,106.5861231,63.97502993,12.44726075,7.658642664,60.00078864
631,631,631,7.067860195,19.38787279,16.54552971,101.6828553,107.1994531,3.946743662,3.426871998,21.32413847
632,632,632,7.378462294,10.1070754,25.60829879,197.5560801,179.4988398,16.2718616,3.95669842,54.55559257
633,633,633,5.994071177,30.6974879,23.86625387,287.5044943,128.3724661,8.124314866,2.859708878,8.637816978
634,634,634,7.162533574,15.183672,16.25134371,185.8943626,89.12892324,2.311350168,8.082911376,4.22436916
635,635,635,6.118025294,19.59944582,32.81744332,164.1925938,168.1208412,7.068601957,6.395436128,6.414582012
636,636,636,6.361857038,24.33944158,18.14890169,257.7654288,74.04076848,18.73345924,3.397301211,50.01382794
637,637,637,5.643299806,29.3393368,29.58194219,58.13999118,103.3738731,15.44390489,3.992792534,51.97267574
638,638,638,5.918571421,45.578744,22.01206122,274.0410209,143.8669347,11.29263062,5.344168304,62.5105625
639,639,639,5.528579355,29.21259652,30.62278195,246.5962488,119.8371835,10.01735497,1.887828098,64.46023957
640,640,640,5.95986873,36.65320982,17.67844002,73.1344506,176.0103044,2.635954115,6.788883351,84.12799576
641,641,641,6.635054564,41.69524906,24.18581764,207.397143,129.4065043,1.929448082,3.1122777,95.00458779
642,642,642,7.355154186,14.44229863,30.7141771,71.5419345,105.5962856,8.017554086,7.566871416,37.34548715
643,643,643,5.546130539,25.23983232,28.22808985,59.30699422,138.0404753,15.31927657,6.000164701,11.67419254
644,644,644,6.932793689,33.44560797,31.30878876,213.5440789,50.18912775,4.853838796,4.871297032,11.64145249
645,645,645,7.16026027,20.83656385,34.35456979,149.212394,190.1608044,9.362185091,1.250554718,86.31967507
646,646,646,5.547596233,15.77382984,33.83151866,56.64739647,134.0885935,2.293099751,5.069721486,48.10506679
647,647,647,6.87193844,34.52780631,23.23981833,225.7994122,79.51206602,8.019793681,6.854224153,64.51077087
648,648,648,5.857184253,44.56775934,28.56323284,104.6599739,158.8959544,6.362498735,1.876586232,14.22419767
649,649,649,5.897058388,11.68646256,20.75229917,68.44092003,53.22622121,17.73601003,2.17235406,7.709043952
650,650,650,7.46133615,32.15576211,26.02137834,170.2781972,183.3417249,19.90288119,7.593945165,74.00104878
651,651,651,6.324965707,24.94536916,22.10887814,231.4581826,149.0386936,7.84270621,6.83147071,41.12707973
652,652,652,6.037620733,43.24958459,30.69866106,101.3307706,102.7740701,19.85612481,5.598906634,67.85023243
653,653,653,6.410472003,41.46406292,30.85338343,251.6233942,110.7354443,16.07952571,3.584772938,85.96297558
654,654,654,6.936192494,42.0036946,17.89364747,56.47100072,182.0875286,11.55334843,3.405890007,13.18246945
655,655,655,7.126239743,33.41366839,20.66743774,213.9015937,139.410203,14.718091,6.929069972,9.142373653
656,656,656,5.926130753,40.40452136,25.29994718,62.76674415,68.83597883,19.61976262,5.888444903,63.29198093
657,657,657,6.140789363,12.4266175,30.7771447,65.94843775,82.83833038,1.120917222,4.78603287,13.4978704
658,658,658,7.374018071,41.64940651,27.76318414,145.4236024,189.1215871,16.41755232,1.433629629,82.66662847
659,659,659,7.376128395,19.36850349,29.62956983,296.9588945,173.9910916,18.07344418,8.137866131,99.80744734
660,660,660,6.236299844,47.02763468,15.6351219,210.7117861,79.76618242,15.82071098,9.554153444,19.45886251
661,661,661,7.255934729,23.65877915,21.94641041,175.3541581,59.76135714,6.775102673,5.018472671,15.13026576
662,662,662,6.241494367,12.8676087,20.18834622,200.3916925,188.1198694,2.932934468,7.892299621,26.56992208
663,663,663,5.672067161,32.73389357,31.56746398,126.8870409,192.3751434,19.24742489,6.434586196,84.79531201
664,664,664,6.788734789,10.80755553,28.43734106,167.5942619,75.66433691,17.77347544,5.794048607,52.0201641
665,665,665,6.505329037,43.64392439,17.89436525,260.2374525,166.6083491,7.389895123,2.825391517,16.11176412
666,666,666,6.902154541,44.42640709,22.38741639,62.78519797,134.5582855,14.32141819,2.036042354,89.40386867
667,667,667,6.3735531,36.17774499,29.16035234,268.9722984,55.81603921,18.60942758,4.274306044,5.589566426
668,668,668,6.165001152,20.38811705,33.99698199,67.01943621,142.8649432,16.25050227,2.913619419,35.40469603
669,669,669,6.884414535,45.45717164,19.94591585,127.0672163,82.13012115,2.589065847,9.272378142,88.98865054
670,670,670,6.035265868,13.81885432,17.51082416,161.938402,95.55784163,2.997043411,1.134955338,59.33621588
671,671,671,7.465745787,49.06849127,29.01977616,184.7472121,125.947497,9.231527586,9.509094504,78.0012397
672,672,672,6.376041823,43.83209539,22.65556752,161.3526021,57.71933858,9.16974468,9.343943421,72.65401904
673,673,673,5.611640236,11.23316917,23.13162047,189.2054812,156.2682661,11.09541283,2.052818645,41.39607452
674,674,674,5.608630374,29.7247263,31.1452358,91.30575193,118.4954996,8.16892425,5.197622235,72.03655506
675,675,675,7.265200104,34.20317814,32.37852935,54.26148581,183.9312429,11.44853989,3.620509738,24.05348675
676,676,676,6.763656574,48.49304307,34.1073145,185.5582207,78.35198011,17.36945197,6.866262039,37.51261908
677,677,677,7.244165372,45.71198861,33.16439062,98.07497417,51.31043791,11.19134807,3.850147636,53.24324768
678,678,678,7.317412397,35.7610798,33.48274391,78.23317776,111.9573937,13.40933254,1.738047922,60.87267206
679,679,679,5.84263189,24.73356822,32.44864442,214.8117524,86.13271286,7.617740957,6.65428633,9.435921254
680,680,680,5.756796845,17.46344882,23.58404248,159.8859035,128.1995797,15.86137033,6.285193205,81.27166401
681,681,681,7.000069379,38.38019654,16.30257241,224.0009065,181.1935278,10.48375444,9.08511584,49.94506529
682,682,682,6.024644218,21.29888489,20.7491905,286.4936847,126.2814796,12.2976201,4.375631218,45.85574246
683,683,683,7.353235223,46.35432612,19.80173955,123.0845065,147.1409746,7.994843706,5.362532853,61.1566386
684,684,684,7.498441968,16.20824812,24.66680225,88.7960622,190.4335316,6.168702221,1.420336729,93.58585164
685,685,685,5.656370195,34.56310574,17.62331316,118.9215245,173.5282148,10.67167008,1.812964591,56.96064942
686,686,686,6.258882562,33.00209871,16.38423056,221.0359884,131.0683842,2.436771193,7.931018762,70.4095274
687,687,687,7.370409803,23.62416371,18.29375938,158.8892413,99.01691088,11.8804561,9.144419558,69.22557699
688,688,688,6.587019655,36.16200469,29.88601971,237.9332176,117.4454987,10.89863857,5.984668266,84.43027671
689,689,689,5.82701766,35.53536534,27.42105368,256.1716523,139.6062841,8.305273795,8.996614017,28.6152714
690,690,690,6.725732339,27.67897937,27.14163805,90.27371501,62.74353921,8.565638858,8.898148952,15.8403947
691,691,691,6.561462058,35.11332935,17.34406117,253.5639439,151.1527317,15.55589091,2.834253784,82.97474776
692,692,692,7.15497949,26.92445236,17.09194208,132.7366217,50.09304184,9.486858764,5.319084383,40.73611841
693,693,693,6.263894563,13.3293526,16.54944792,169.5111672,56.90539741,16.4384999,8.45375914,37.73906609
694,694,694,5.525460843,16.22216934,25.86558192,222.3544488,178.0670173,2.233723792,2.638905223,17.09814053
695,695,695,6.705002939,25.11845004,16.66897211,287.8109888,63.81704851,11.36500302,9.112978439,14.43212476
696,696,696,6.766076703,21.5773541,32.26304576,98.485835,105.2012078,13.40874711,7.232197864,38.8093437
697,697,697,6.014616444,13.99353999,20.19998473,172.3170339,127.4911216,18.75785825,4.255859261,68.71057018
698,698,698,5.719197644,41.20305936,28.72543436,231.0486896,148.7530032,15.18559091,3.110498269,59.23440084
699,699,699,5.821431119,48.39525478,21.91684827,84.98794211,143.4352949,3.923150496,1.603351393,5.932343673
700,700,700,5.967574017,45.97500401,34.04805957,105.1835562,174.1704401,19.74192237,6.635094183,54.65103651
701,701,701,6.629297567,11.39765585,23.35164697,60.5698258,160.7901219,10.90161417,9.760630745,73.95841828
702,702,702,5.735650594,17.67830796,29.48864145,51.73861952,55.09675857,15.90895487,4.011586603,99.57017383
703,703,703,6.577805126,49.54151114,17.2147615,118.1704288,59.39099276,6.50645764,8.445017835,43.45698571
704,704,704,6.02597994,27.85597108,33.45786232,104.6926752,129.4812373,13.69103663,1.776723558,56.25015006
705,705,705,7.184558996,11.72099164,30.63700534,227.6896276,119.5118526,13.72893158,8.158543778,79.64711778
